pdb_id,pdb_id_2,chain_1_elements,chain_2_elements,chain_2.1,total_chains,chain_1_id,chain_2_id,chain_1,chain_2,chain_1_protein_name,chain_2_protein_name,chain_1_organism,chain_2_organism,chain_1_aa_len,chain_2_aa_len,percent_of_simmilariry,protein_pair_type,chain_1.1
7DA2,7DA2_1_3,"A,B,C",E,3,"A,B,C,E",7DA2_1,7DA2_3,1,3,Centromere protein S,Fanconi anemia group M protein,Gallus gallus (9031),Gallus gallus (9031),107,148,21.4285714285714,heteromeric proteins,1
6L7R,6L7R_1_2,A,B,2,"A,B",6L7R_1,6L7R_2,1,2,Putative spindle pole body component alp6 protein,Mozart1,Chaetomium thermophilum (strain DSM 1495 / CBS 144.50 / IMI 039719) (759272),Chaetomium thermophilum (strain DSM 1495 / CBS 144.50 / IMI 039719) (759272),107,86,25.3246753246753,heteromeric proteins,1
6EC0,6EC0_1_2,A,B,2,"A,B",6EC0_1,6EC0_2,1,2,Keratin 1,"Keratin, type I cytoskeletal 10",Homo sapiens (9606),Homo sapiens (9606),107,104,21.264367816092,heteromeric proteins,1
6DY1,6DY1_1_2,A,B,2,"A,B",6DY1_1,6DY1_2,1,2,N-acylethanolamine acid amidase alpha-subunit,N-acylethanolamine acid amidase beta-subunit,Oryctolagus cuniculus (9986),Oryctolagus cuniculus (9986),107,232,20.6405693950178,heteromeric proteins,1
6DXY,6DXY_1_2,"A,C","B,D",2,"A,C,B,D",6DXY_1,6DXY_2,1,2,N-acylethanolamine-hydrolyzing acid amidase subunit alpha,N-acylethanolamine-hydrolyzing acid amidase subunit beta,Mus musculus (10090),Mus musculus (10090),107,232,17.7083333333333,heteromeric proteins,1
6AVG,6AVG_1_3,"E,A,H","E,G,C,D",3,"E,A,H,E,G,C,D",6AVG_1,6AVG_3,1,3,Beta-2-microglobulin,"T-cell receptor beta variable 9,TCR beta chain",Homo sapiens (9606),Homo sapiens (9606),107,245,20.5479452054794,heteromeric proteins,1
3PHD,3PHD_1_2,"A,B,C,D","F,E,G,H",2,"A,B,C,D,F,E,G,H",3PHD_1,3PHD_2,1,2,Histone deacetylase 6,Polyubiquitin,Homo sapiens (9606),Homo sapiens (9606),107,76,18.0645161290323,heteromeric proteins,1
2W2Q,2W2Q_2_3,E,P,3,"E,P",2W2Q_2,2W2Q_3,2,3,LOW-DENSITY LIPOPROTEIN RECEPTOR,PROPROTEIN CONVERTASE SUBTILISIN/KEXIN TYPE 9,HOMO SAPIENS (9606),HOMO SAPIENS (9606),107,114,18.8172043010753,heteromeric proteins,2
1YTZ,1YTZ_1_3,T,C,3,"T,C",1YTZ_1,1YTZ_3,1,3,Troponin T,Troponin C,Gallus gallus (9031),Gallus gallus (9031),107,162,20.0892857142857,heteromeric proteins,1
1TCO,1TCO_3_1,C,A,1,"C,A",1TCO_3,1TCO_1,3,1,FK506-BINDING PROTEIN,SERINE/THREONINE PHOSPHATASE B2,Bos taurus (9913),Bos taurus (9913),107,375,16.4251207729469,heteromeric proteins,3
1NFI,1NFI_2_3,"B,D","F,E",3,"B,D,F,E",1NFI_2,1NFI_3,2,3,NF-KAPPA-B P50,I-KAPPA-B-ALPHA,Homo sapiens (9606),Homo sapiens (9606),107,213,17.6470588235294,heteromeric proteins,2
1DVF,1DVF_3_4,C,D,4,"C,D",1DVF_3,1DVF_4,3,4,FV E5.2,FV E5.2,Mus musculus (10090),Mus musculus (10090),107,121,25.2747252747253,homomeric proteins,3
1B6C,1B6C_1_2,"E,A,G,C","F,D,B,H",2,"E,A,G,C,F,D,B,H",1B6C_1,1B6C_2,1,2,FK506-BINDING PROTEIN,TGF-B SUPERFAMILY RECEPTOR TYPE I,Homo sapiens (9606),Homo sapiens (9606),107,342,16.6233766233766,heteromeric proteins,1
6U07,6U07_1_2,A,B,2,"A,B",6U07_1,6U07_2,1,2,Stabilized T cell receptor constant domain (Calpha),Stabilized T cell receptor constant domain (Cbeta),Homo sapiens (9606),Homo sapiens (9606),106,131,21.5384615384615,heteromeric proteins,1
6F6P,6F6P_1_2,"A,B,D",C,2,"A,B,D,C",6F6P_1,6F6P_2,1,2,Rab-3A-interacting protein,Rab-3A-interacting protein,Homo sapiens (9606),Homo sapiens (9606),106,106,98.1308411214953,homomeric proteins,1
5WRV,5WRV_1_2,A,B,2,"A,B",5WRV_1,5WRV_2,1,2,Signal recognition particle subunit SRP68,Signal recognition particle subunit SRP72,Homo sapiens (9606),Homo sapiens (9606),106,163,19.5555555555556,heteromeric proteins,1
5V8Z,5V8Z_1_2,"A,C","B,D",2,"A,C,B,D",5V8Z_1,5V8Z_2,1,2,Endoplasmic reticulum resident protein 29,Calmegin,Homo sapiens (9606),Canis lupus familiaris (9615),106,38,19.0082644628099,heteromeric proteins,1
5MPO,5MPO_1_2,"A,B","C,D",2,"A,B,C,D",5MPO_1,5MPO_2,1,2,Molybdopterin synthase sulfur carrier subunit,Molybdopterin synthase catalytic subunit,Homo sapiens (9606),Homo sapiens (9606),106,154,22.6415094339623,heteromeric proteins,1
5JJD,5JJD_1_2,A,B,2,"A,B",5JJD_1,5JJD_2,1,2,Collagen type IV alpha-3-binding protein,Collagen type IV alpha-3-binding protein,Homo sapiens (9606),Homo sapiens (9606),106,246,19.3220338983051,homomeric proteins,1
5I4H,5I4H_1_2,A,B,2,"A,B",5I4H_1,5I4H_2,1,2,Cathepsin L1,Cathepsin L1,Homo sapiens (9606),Homo sapiens (9606),106,112,23.1638418079096,homomeric proteins,1
4Y99,4Y99_2_3,B,C,3,"B,C",4Y99_2,4Y99_3,2,3,"Troponin T, cardiac muscle","Troponin I, cardiac muscle",Homo sapiens (9606),Homo sapiens (9606),106,210,22.4806201550388,heteromeric proteins,2
4FXW,4FXW_1_2,"A,C","B,D",2,"A,C,B,D",4FXW_1,4FXW_2,1,2,Splicing factor U2AF 65 kDa subunit,Splicing factor 1,Homo sapiens (9606),Homo sapiens (9606),106,124,22.9946524064171,heteromeric proteins,1
4F52,4F52_2_3,"B,D","F,E",3,"B,D,F,E",4F52_2,4F52_3,2,3,E3 ubiquitin-protein ligase RBX1,Glomulin,Homo sapiens (9606),Homo sapiens (9606),106,596,11.7834394904459,heteromeric proteins,2
4EAL,4EAL_1_2,A,B,2,"A,B",4EAL_1,4EAL_2,1,2,5'-AMP-activated protein kinase catalytic subunit alpha-1,5'-AMP-activated protein kinase subunit beta-1,Rattus norvegicus (10116),Rattus norvegicus (10116),106,72,20.2702702702703,heteromeric proteins,1
4DEY,4DEY_1_2,"A,B","A,B",2,"A,B,A,B",4DEY_1,4DEY_2,1,2,Voltage-dependent L-type calcium channel subunit alpha-1C,Voltage-dependent L-type calcium channel subunit beta-2,Oryctolagus cuniculus (9986),Oryctolagus cuniculus (9986),106,337,16.2729658792651,heteromeric proteins,1
3VZ9,3VZ9_1_2,B,"B,D",2,"B,B,D",3VZ9_1,3VZ9_2,1,2,Uncharacterized protein,Spc24 protein,Gallus gallus (9031),Gallus gallus (9031),106,73,18.5430463576159,heteromeric proteins,1
3P9W,3P9W_1_2,"E,A,G,C","F,D,B,H",2,"E,A,G,C,F,D,B,H",3P9W_1,3P9W_2,1,2,Vascular endothelial growth factor A,human VEGF,Homo sapiens (9606),Homo sapiens (9606),106,123,17.4358974358974,heteromeric proteins,1
3BS5,3BS5_1_2,A,B,2,"A,B",3BS5_1,3BS5_2,1,2,Protein aveugle,Connector enhancer of kinase suppressor of ras 2,Drosophila melanogaster (7227),Homo sapiens (9606),106,80,22.3684210526316,heteromeric proteins,1
2O2V,2O2V_1_2,A,B,2,"A,B",2O2V_1,2O2V_2,1,2,Dual specificity mitogen-activated protein kinase kinase 5,Mitogen-activated protein kinase kinase kinase 3,Homo sapiens (9606),Homo sapiens (9606),106,90,22.5,heteromeric proteins,1
2AZE,2AZE_2_3,B,C,3,"B,C",2AZE_2,2AZE_3,2,3,Transcription factor E2F1,Retinoblastoma-associated protein,Homo sapiens (9606),Homo sapiens (9606),106,46,20.6349206349206,heteromeric proteins,2
1J1D,1J1D_2_3,"E,B","F,C",3,"E,B,F,C",1J1D_2,1J1D_3,2,3,Troponin T,Troponin I,Homo sapiens (9606),Homo sapiens (9606),106,133,25.130890052356,heteromeric proteins,2
1DQL,1DQL_1_2,L,H,2,"L,H",1DQL_1,1DQL_2,1,2,IGM MEZ IMMUNOGLOBULIN,IGM MEZ IMMUNOGLOBULIN,Homo sapiens (9606),Homo sapiens (9606),106,123,25.1366120218579,homomeric proteins,1
7PB4,7PB4_3_1,K,H,1,"K,H",7PB4_3,7PB4_1,3,1,Centromere protein K,Centromere protein H,Homo sapiens (9606),Homo sapiens (9606),105,49,16.6666666666667,heteromeric proteins,3
7JQD,7JQD_1_2,A,B,2,"A,B",7JQD_1,7JQD_2,1,2,Pituitary adenylate cyclase-activating polypeptide type I receptor,Peptide-43,Homo sapiens (9606),Lutzomyia longipalpis (7200),105,39,14.2857142857143,heteromeric proteins,1
5QJ2,5QJ2_1_2,"H,D,F,E,A,G","H,D,F,I,B,E,G",2,"H,D,F,E,A,G,H,D,F,I,B,E,G",5QJ2_1,5QJ2_2,1,2,Myeloperoxidase,Myeloperoxidase,Homo sapiens (9606),Homo sapiens (9606),105,467,15.0905432595573,homomeric proteins,1
4JB8,4JB8_2_3,B,P,3,"B,P",4JB8_2,4JB8_3,2,3,Caspase-7 subunit p11,DARPin C7_16,Homo sapiens (9606),synthetic construct (32630),105,171,17.4468085106383,heteromeric proteins,2
4DBG,4DBG_1_2,A,B,2,"A,B",4DBG_1,4DBG_2,1,2,RanBP-type and C3HC4-type zinc finger-containing protein 1,RING finger protein 31,Homo sapiens (9606),Homo sapiens (9606),105,162,23.0414746543779,heteromeric proteins,1
3VZA,3VZA_1_3,"A,B,C","F,E",3,"A,B,C,F,E",3VZA_1,3VZA_3,1,3,Uncharacterized protein,Centromere protein T,Gallus gallus (9031),Gallus gallus (9031),105,39,17.0731707317073,heteromeric proteins,1
2IFQ,2IFQ_1_2,"A,C",B,2,"A,C,B",2IFQ_1,2IFQ_2,1,2,Thioredoxin,Thioredoxin,Homo sapiens (9606),Homo sapiens (9606),105,105,100,homomeric proteins,1
8QVU,8QVU_1_4,"D,A,H","E,A,G,H",4,"D,A,H,E,A,G,H",8QVU_1,8QVU_4,1,4,Elongin-B,Isoform 2B of GTPase KRas,Homo sapiens (9606),Homo sapiens (9606),104,188,20.1646090534979,heteromeric proteins,1
8PC2,8PC2_3_4,"F,G,C,D","D,G,H",4,"F,G,C,D,D,G,H",8PC2_3,8PC2_4,3,4,Elongin-B,Peptidyl-prolyl cis-trans isomerase FKBP5,Homo sapiens (9606),Homo sapiens (9606),104,128,22.1052631578947,heteromeric proteins,3
8D5N,8D5N_3_1,"F,E,H","A,C",1,"F,E,H,A,C",8D5N_3,8D5N_1,3,1,Beta-2-microglobulin,"H-2 class I histocompatibility antigen, L-D alpha chain",Mus musculus (10090),Mus musculus (10090),104,282,17.3252279635258,heteromeric proteins,3
8BDJ,8BDJ_1_4,"A,G,D",J,4,"A,G,D,J",8BDJ_1,8BDJ_4,1,4,Elongin-B,Elongin-B,Homo sapiens (9606),Homo sapiens (9606),104,104,100,homomeric proteins,1
7Z77,7Z77_1_4,A,D,4,"A,D",7Z77_1,7Z77_4,1,4,Elongin-B,Probable global transcription activator SNF2L2,Homo sapiens (9606),Homo sapiens (9606),104,123,20.7446808510638,heteromeric proteins,1
7JTP,7JTP_1_4,"A,J",A,4,"A,J,A",7JTP_1,7JTP_4,1,4,Elongin-B,WD repeat-containing protein 5,Homo sapiens (9606),Homo sapiens (9606),104,308,17.0454545454545,heteromeric proteins,1
6KBB,6KBB_2_3,"E,B,D","F,E,C",3,"E,B,D,F,E,C",6KBB_2,6KBB_3,2,3,Histone H2B type 2-E,SWR1-complex protein 5,Homo sapiens (9606),Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (559292),104,81,20.1298701298701,heteromeric proteins,2
6FMI,6FMI_1_3,"A,D","F,C",3,"A,D,F,C",6FMI_1,6FMI_3,1,3,Elongin-B,von Hippel-Lindau disease tumor suppressor,Homo sapiens (9606),Homo sapiens (9606),104,153,20.0934579439252,heteromeric proteins,1
5NVZ,5NVZ_1_2,"A,G,J,D","K,E,B,H",2,"A,G,J,D,K,E,B,H",5NVZ_1,5NVZ_2,1,2,Elongin-B,Elongin-C,Homo sapiens (9606),Homo sapiens (9606),104,97,21.8181818181818,heteromeric proteins,1
3PIN,3PIN_1_2,A,B,2,"A,B",3PIN_1,3PIN_2,1,2,Thioredoxin-2,Peptide methionine sulfoxide reductase,Saccharomyces cerevisiae (4932),Saccharomyces cerevisiae (4932),104,183,20.0836820083682,heteromeric proteins,1
1M27,1M27_1_3,A,C,3,"A,C",1M27_1,1M27_3,1,3,SH2 domain protein 1A,Proto-oncogene tyrosine-protein kinase FYN,Homo sapiens (9606),Homo sapiens (9606),104,61,20.4379562043796,heteromeric proteins,1
8FK8,8FK8_1_2,A,B,2,"A,B",8FK8_1,8FK8_2,1,2,Evasin P1243,C-C motif chemokine 7,Amblyomma americanum (6943),Homo sapiens (9606),103,76,20.1342281879195,heteromeric proteins,1
7O6N,7O6N_1_2,"A,B","C,D",2,"A,B,C,D",7O6N_1,7O6N_2,1,2,Enhancer of rudimentary homolog 2,Protein pid-3,Caenorhabditis elegans (6239),Caenorhabditis elegans (6239),103,39,20.3389830508475,heteromeric proteins,1
4UUZ,4UUZ_2_3,B,C,3,"B,C",4UUZ_2,4UUZ_3,2,3,HISTONE H4,DNA REPLICATION LICENSING FACTOR MCM2,DROSOPHILA MELANOGASTER (7227),HOMO SAPIENS (9606),103,70,22.6950354609929,heteromeric proteins,2
4KP3,4KP3_2_3,"E,B,C,D","F,E,C",3,"E,B,C,D,F,E,C",4KP3_2,4KP3_3,2,3,RILP-like protein 2,Melanophilin,Mus musculus (10090),Mus musculus (10090),103,43,19.672131147541,heteromeric proteins,2
1YUK,1YUK_1_2,A,B,2,"A,B",1YUK_1,1YUK_2,1,2,Integrin beta-2 A chain,Integrin beta-2 B chain,Homo sapiens (9606),Homo sapiens (9606),103,120,19.2513368983957,heteromeric proteins,1
1WRD,1WRD_1_2,A,B,2,"A,B",1WRD_1,1WRD_2,1,2,Target of Myb protein 1,Ubiquitin,Homo sapiens (9606),Bos taurus (9913),103,76,22.6027397260274,heteromeric proteins,1
1BHH,1BHH_2_1,B,A,1,"B,A",1BHH_2,1BHH_1,2,1,P56 LCK TYROSINE KINASE SH2 DOMAIN,T-LYMPHOCYTE-SPECIFIC PROTEIN TYROSINE KINASE P56LCK,Homo sapiens (9606),Homo sapiens (9606),103,108,95.3703703703704,heteromeric proteins,2
7CIZ,7CIZ_2_4,"H,J,F,B,E","H,K,J,D,L",4,"H,J,F,B,E,H,K,J,D,L",7CIZ_2,7CIZ_4,2,4,Histone H4,DnaJ homolog subfamily C member 9,Homo sapiens (9606),Homo sapiens (9606),102,75,22.9166666666667,heteromeric proteins,2
5T59,5T59_2_3,"E,B","F,C",3,"E,B,F,C",5T59_2,5T59_3,2,3,KLLA0E05809p,KLLA0B13629p,Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (284590),Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (284590),102,41,22.2222222222222,heteromeric proteins,2
5N8A,5N8A_1_2,"X,A",A,2,"X,A,A",5N8A_1,5N8A_2,1,2,DNA-directed primase/polymerase protein,Replication protein A 70 kDa DNA-binding subunit,Homo sapiens (9606),Homo sapiens (9606),102,121,20.5405405405405,heteromeric proteins,1
5MR4,5MR4_1_2,"A,B","C,D",2,"A,B,C,D",5MR4_1,5MR4_2,1,2,Neurturin,GDNF family receptor alpha-2,Homo sapiens (9606),Homo sapiens (9606),102,458,15.2263374485597,heteromeric proteins,1
4JQW,4JQW_1_2,A,C,2,"A,C",4JQW_1,4JQW_2,1,2,Nucleotide-binding oligomerization domain-containing protein 1,Polyubiquitin-C,Homo sapiens (9606),Homo sapiens (9606),102,76,24.4755244755245,heteromeric proteins,1
4J9Y,4J9Y_1_2,B,"R,B",2,"B,R,B",4J9Y_1,4J9Y_2,1,2,Small conductance calcium-activated potassium channel protein 2,Calmodulin,Rattus norvegicus (10116),Rattus norvegicus (10116),102,149,18.957345971564,heteromeric proteins,1
4H9Q,4H9Q_2_3,B,C,3,"B,C",4H9Q_2,4H9Q_3,2,3,Histone H4,Death domain-associated protein 6,Homo sapiens (9606),Homo sapiens (9606),102,212,18.4905660377359,heteromeric proteins,2
7SCS,7SCS_1_2,A,B,2,"A,B",7SCS_1,7SCS_2,1,2,Evasin P1243,Eotaxin,Amblyomma americanum (6943),Homo sapiens (9606),101,74,21.5277777777778,heteromeric proteins,1
6FGA,6FGA_1_2,"H,C,D,F,B,E,A,G","M,K,J,O,I,L,N",2,"H,C,D,F,B,E,A,G,M,K,J,O,I,L,N",6FGA_1,6FGA_2,1,2,E3 ubiquitin-protein ligase TRIM21,Ubiquitin-conjugating enzyme E2 E1,Homo sapiens (9606),Homo sapiens (9606),101,158,20.4651162790698,heteromeric proteins,1
4H5S,4H5S_1_2,A,B,2,"A,B",4H5S_1,4H5S_2,1,2,Cytotoxic and regulatory T-cell molecule,Cell adhesion molecule 1,Homo sapiens (9606),Homo sapiens (9606),101,101,28.6624203821656,heteromeric proteins,1
3W15,3W15_2_3,B,C,3,"B,C",3W15_2,3W15_3,2,3,Peroxisomal membrane protein PEX21,"3-ketoacyl-CoA thiolase, peroxisomal, Maltose-binding periplasmic protein",Saccharomyces cerevisiae (559292),Saccharomyces cerevisiae (559292),101,389,15.2941176470588,heteromeric proteins,2
3OVU,3OVU_1_3,A,C,3,"A,C",3OVU_1,3OVU_3,1,3,Alpha-hemoglobin-stabilizing protein,Hemoglobin subunit alpha,Homo sapiens (9606),Homo sapiens (9606),101,141,19.8019801980198,heteromeric proteins,1
3OVU,3OVU_1_2,A,B,2,"A,B",3OVU_1,3OVU_2,1,2,Alpha-hemoglobin-stabilizing protein,Iron-regulated surface determinant protein H,Homo sapiens (9606),Staphylococcus aureus (282459),101,164,22.6851851851852,heteromeric proteins,1
3JV6,3JV6_1_2,"E,A,C","F,B,D",2,"E,A,C,F,B,D",3JV6_1,3JV6_2,1,2,Transcription factor RelB,Nuclear factor NF-kappa-B p100 subunit,Mus musculus (10090),Mus musculus (10090),101,107,37.7483443708609,heteromeric proteins,1
1RV6,1RV6_1_2,"V,W","Y,X",2,"V,W,Y,X",1RV6_1,1RV6_2,1,2,placenta growth factor (PlGF),FLT1 protein,Homo sapiens (9606),Homo sapiens (9606),101,100,21.8181818181818,heteromeric proteins,1
1G4Y,1G4Y_1_2,B,"R,B",2,"B,R,B",1G4Y_1,1G4Y_2,1,2,CALCIUM-ACTIVATED POTASSIUM CHANNEL RSK2,CALMODULIN,Rattus norvegicus (10116),Rattus norvegicus (10116),101,148,18.5714285714286,heteromeric proteins,1
7ZT9,7ZT9_2_1,B,A,1,"B,A",7ZT9_2,7ZT9_1,2,1,Beta-2-microglobulin,Major histocompatibility complex class I-related gene protein,Homo sapiens (9606),Homo sapiens (9606),100,290,17.4698795180723,heteromeric proteins,2
7UMG,7UMG_2_3,B,"C,D",3,"B,C,D",7UMG_2,7UMG_3,2,3,Beta-2-microglobulin,T-cell surface glycoprotein CD8 alpha chain,Homo sapiens (9606),Homo sapiens (9606),100,127,21.3903743315508,heteromeric proteins,2
7SCT,7SCT_2_1,B,A,1,"B,A",7SCT_2,7SCT_1,2,1,C-C motif chemokine 16,Evasin P1243,Homo sapiens (9606),Amblyomma americanum (6943),100,101,24.0740740740741,heteromeric proteins,2
7LVS,7LVS_1_2,B,"F,B",2,"B,F,B",7LVS_1,7LVS_2,1,2,Histone lysine acetyltransferase CREBBP,"Cbp/p300-interacting transactivator 2,Hypoxia-inducible factor 1-alpha",Mus musculus (10090),Homo sapiens (9606),100,67,16.7832167832168,heteromeric proteins,1
7EDO,7EDO_2_4,B,E,4,"B,E",7EDO_2,7EDO_4,2,4,Beta-2-microglobulin,Beta-2-microglobulin,Homo sapiens (9606),Homo sapiens (9606),100,99,99,homomeric proteins,2
6XQP,6XQP_2_4,"B,D","F,H",4,"B,D,F,H",6XQP_2,6XQP_4,2,4,Beta-2-microglobulin,TRBV29-1,Homo sapiens (9606),Homo sapiens (9606),100,248,22.1052631578947,heteromeric proteins,2
6X00,6X00_2_1,B,A,1,"B,A",6X00_2,6X00_1,2,1,Beta-2-microglobulin,"H-2 class I histocompatibility antigen, D-B alpha chain",Homo sapiens (9606),Mus musculus (10090),100,281,18.3229813664596,heteromeric proteins,2
5IVX,5IVX_2_4,B,F,4,"B,F",5IVX_2,5IVX_4,2,4,Beta-2-microglobulin,T-CELL RECEPTOR BETA CHAIN,Mus musculus (10090),Mus musculus (10090),100,234,18.8612099644128,heteromeric proteins,2
5IRO,5IRO_3_4,"S,C,K,O,G,W","H,D,L,P,X,T",4,"S,C,K,O,G,W,H,D,L,P,X,T",5IRO_3,5IRO_4,3,4,Beta-2-microglobulin,E3 19 kDa protein,Homo sapiens (9606),Human adenovirus E serotype 4 (28280),100,108,19.5402298850575,heteromeric proteins,3
4Z8L,4Z8L_2_3,"E,B","F,C",3,"E,B,F,C",4Z8L_2,4Z8L_3,2,3,Vpx protein,SAM domain and HD domain-containing protein,Simian immunodeficiency virus (11723),Mandrillus sphinx (9561),100,118,21.1111111111111,heteromeric proteins,2
4E5X,4E5X_2_4,"E,B","G,H",4,"E,B,G,H",4E5X_2,4E5X_4,2,4,Beta-2-microglobulin,Early E3 18.5 kDa glycoprotein,Homo sapiens (9606),Human adenovirus 6 (10534),100,100,19.047619047619,heteromeric proteins,2
3KNB,3KNB_1_2,A,B,2,"A,B",3KNB_1,3KNB_2,1,2,Titin,Obscurin-like protein 1,Homo sapiens (9606),Homo sapiens (9606),100,107,21.0526315789474,heteromeric proteins,1
3FPU,3FPU_1_2,A,B,2,"A,B",3FPU_1,3FPU_2,1,2,Evasin-1,C-C motif chemokine 3,Rhipicephalus sanguineus (34632),Homo sapiens (9606),100,70,18.8811188811189,heteromeric proteins,1
3FF7,3FF7_1_2,"A,B","C,D",2,"A,B,C,D",3FF7_1,3FF7_2,1,2,Epithelial cadherin,Killer cell lectin-like receptor subfamily G member 1,Homo sapiens (9606),Homo sapiens (9606),100,112,20.4545454545455,heteromeric proteins,1
2YFV,2YFV_1_3,A,C,3,"A,C",2YFV_1,2YFV_3,1,3,HISTONE H3-LIKE CENTROMERIC PROTEIN CSE4,SCM3,KLUYVEROMYCES LACTIS NRRL Y-1140 (284590),KLUYVEROMYCES LACTIS NRRL Y-1140 (284590),100,63,19.8529411764706,heteromeric proteins,1
2P28,2P28_1_2,A,B,2,"A,B",2P28_1,2P28_2,1,2,Integrin beta-2,Integrin beta-2,Homo sapiens (9606),Homo sapiens (9606),100,217,19.622641509434,homomeric proteins,1
1QO3,1QO3_2_3,B,"C,D",3,"B,C,D",1QO3_2,1QO3_3,2,3,BETA-2-MICROGLOBULIN,LY49A,MUS MUSCULUS (10090),MUS MUSCULUS (10090),100,137,17.910447761194,heteromeric proteins,2
1IM9,1IM9_2_4,"F,B",D,4,"F,B,D",1IM9_2,1IM9_4,2,4,Beta-2 microglobulin,KILLER CELL IMMUNOGLOBULIN-LIKE RECEPTOR 2DL1,Homo sapiens (9606),Homo sapiens (9606),100,225,18.1818181818182,heteromeric proteins,2
1IM3,1IM3_2_4,"F,N,B,J","D,L,P,H",4,"F,N,B,J,D,L,P,H",1IM3_2,1IM3_4,2,4,beta-2-microglobulin,cytomegalovirus protein US2,Homo sapiens (9606),Human herpesvirus 5 (10359),100,95,21.875,heteromeric proteins,2
7Z9F,7Z9F_1_2,"X,B,A","Y,B",2,"X,B,A,Y,B",7Z9F_1,7Z9F_2,1,2,Trypsin-2,Trypsin-2,Homo sapiens (9606),Homo sapiens (9606),99,125,23.0769230769231,homomeric proteins,1
7WZZ,7WZZ_2_1,B,A,1,"B,A",7WZZ_2,7WZZ_1,2,1,Beta-2-microglobulin,MHC class I antigen,Homo sapiens (9606),Homo sapiens (9606),99,277,17.8683385579937,heteromeric proteins,2
7LFM,7LFM_2_1,"E,B","A,D",1,"E,B,A,D",7LFM_2,7LFM_1,2,1,Beta-2-microglobulin,"Histocompatibility 2, M region locus 3",Mus musculus (10090),Mus musculus (10090),99,282,16.8711656441718,heteromeric proteins,2
6MTM,6MTM_2_4,B,D,4,"B,D",6MTM_2,6MTM_4,2,4,Beta-2-microglobulin,EM2 TCR alpha chain,Homo sapiens (9606),Homo sapiens (9606),99,193,21.6666666666667,heteromeric proteins,2
6EJG,6EJG_1_2,"A,B","C,D",2,"A,B,C,D",6EJG_1,6EJG_2,1,2,CD81 antigen,SINGLE CHAIN FV FRAGMENT,Homo sapiens (9606),Mus musculus (10090),99,251,16.6666666666667,heteromeric proteins,1
6AVF,6AVF_1_5,"M,A",H,5,"M,A,H",6AVF_1,6AVF_5,1,5,Beta-2-microglobulin,"HLA class I histocompatibility antigen, B-7 alpha chain",Homo sapiens (9606),Homo sapiens (9606),99,362,15.8291457286432,heteromeric proteins,1
5SWZ,5SWZ_2_5,"L,B,G,Q","J,E,T,O",5,"L,B,G,Q,J,E,T,O",5SWZ_2,5SWZ_5,2,5,Beta-2-microglobulin,NP1-B17 TCR beta chain,Mus musculus (10090),Mus musculus (10090),99,243,17.1232876712329,heteromeric proteins,2
5B39,5B39_2_4,B,G,4,"B,G",5B39_2,5B39_4,2,4,Beta-2-microglobulin,Killer cell immunoglobulin-like receptor 3DL1,Homo sapiens (9606),Homo sapiens (9606),99,299,17.0588235294118,heteromeric proteins,2
3C8K,3C8K_2_4,B,D,4,"B,D",3C8K_2,3C8K_4,2,4,beta-2 microglobulin,Natural killer cell receptor Ly-49C,Mus musculus (10090),Mus musculus (10090),99,125,20.4301075268817,heteromeric proteins,2
2XAC,2XAC_1_2,"A,B","X,C",2,"A,B,X,C",2XAC_1,2XAC_2,1,2,VASCULAR ENDOTHELIAL GROWTH FACTOR B,VASCULAR ENDOTHELIAL GROWTH FACTOR RECEPTOR 1,HOMO SAPIENS (9606),HOMO SAPIENS (9606),99,98,19.3939393939394,heteromeric proteins,1
1DE4,1DE4_2_3,"E,B,H","F,I,C",3,"E,B,H,F,I,C",1DE4_2,1DE4_3,2,3,BETA-2-MICROGLOBULIN,TRANSFERRIN RECEPTOR,Homo sapiens (9606),Homo sapiens (9606),99,640,11.969696969697,heteromeric proteins,2
1BQH,1BQH_2_4,"E,B","I,K,G,H",4,"E,B,I,K,G,H",1BQH_2,1BQH_4,2,4,PROTEIN (BETA-2-MICROGLOBULIN ),PROTEIN (CD8A OR LYT2 OR LYT-2),Mus musculus (10090),Mus musculus (10090),99,129,20.6349206349206,heteromeric proteins,2
8BB2,8BB2_3_2,K,"B,J",2,"K,B,J",8BB2_3,8BB2_2,3,2,Elongin-C,Elongin-B,Homo sapiens (9606),Homo sapiens (9606),98,104,21.6867469879518,heteromeric proteins,3
7C7X,7C7X_2_3,"F,B,D","F,E,C,D",3,"F,B,D,F,E,C,D",7C7X_2,7C7X_3,2,3,Histone H2B.1,NAP1-related protein 1,Arabidopsis thaliana (3702),Arabidopsis thaliana (3702),98,239,17.4216027874564,heteromeric proteins,2
6L5K,6L5K_1_2,A,B,2,"A,B",6L5K_1,6L5K_2,1,2,Auxin response factor 5,Auxin-responsive protein IAA17,Arabidopsis thaliana (3702),Arabidopsis thaliana (3702),98,113,26.3473053892216,heteromeric proteins,1
